TOT,pH,NACL,pKa
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.421,3.5,0,4.661332924
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.431,3.5,0,4.660822149
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.441,3.5,0,4.66033072
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.451,3.5,0,4.659857868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.461,3.5,0,4.659402868
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.471,3.5,0,4.658965032
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.481,3.5,0,4.658543709
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.491,3.5,0,4.658138281
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.501,3.5,0,4.657748164
0.511,3.5,0,4.657372798
0.511,3.5,0,4.657372798
0.511,3.5,0,4.657372798
0.511,3.5,0,4.657372798
0.511,3.5,0,4.657372798
0.511,3.5,0,4.657372798
0.511,3.5,0,4.657372798
