TOT,NaCl,pH,pKa
0.325,46.752,7.1,6.703351992
0.325,52.596,7.1,6.744510823
0.325,58.44,7.1,6.79204524
0.35,5.844,7.1,7.111354415
0.35,11.688,7.1,7.104221222
0.35,17.532,7.1,6.921525341
0.35,23.376,7.1,6.884275357
0.35,29.22,7.1,6.839043954
0.35,35.064,7.1,6.78554205
0.35,40.908,7.1,6.723722962
0.35,46.752,7.1,6.710165721
0.35,52.596,7.1,6.752275595
0.35,58.44,7.1,6.800531663
0.375,5.844,7.1,7.111390703
0.375,11.688,7.1,7.102074734
0.375,17.532,7.1,6.916390649
0.375,23.376,7.1,6.87774242
0.375,29.22,7.1,6.830914921
0.375,35.064,7.1,6.77563998
0.375,40.908,7.1,6.711895639
0.375,46.752,7.1,6.71713251
0.375,52.596,7.1,6.760135943
0.375,58.44,7.1,6.809059714
0.4,5.844,7.1,7.111181781
0.4,11.688,7.1,6.943333354
0.4,17.532,7.1,6.911032123
0.4,23.376,7.1,6.870932158
0.4,29.22,7.1,6.822451309
0.4,35.064,7.1,6.765342716
0.4,40.908,7.1,6.69961297
0.4,46.752,7.1,6.724239418
0.4,52.596,7.1,6.768080047
0.4,58.44,7.1,6.817619115
0.425,5.844,7.1,7.110719763
0.425,11.688,7.1,6.939011114
0.425,17.532,7.1,6.905438653
0.425,23.376,7.1,6.863831388
0.425,29.22,7.1,6.813637398
0.425,35.064,7.1,6.754632358
0.425,40.908,7.1,6.693014261
0.425,46.752,7.1,6.731473809
0.425,52.596,7.1,6.776096502
0.425,58.44,7.1,6.826200104
0.45,5.844,7.1,7.109996404
0.45,11.688,7.1,6.934498466
0.45,17.532,7.1,6.899598583
0.45,23.376,7.1,6.856426146
0.45,29.22,7.1,6.804456582
0.45,35.064,7.1,6.743490212
0.45,40.908,7.1,6.699407319
0.45,46.752,7.1,6.738823377
0.45,52.596,7.1,6.784174349
0.45,58.44,7.1,6.83479344
0.475,5.844,7.1,7.109002881
0.475,11.688,7.1,6.929784478
0.475,17.532,7.1,6.893499638
0.475,23.376,7.1,6.848701626
0.475,29.22,7.1,6.794891339
0.475,35.064,7.1,6.731896804
0.475,40.908,7.1,6.705960171
0.475,46.752,7.1,6.746276176
0.475,52.596,7.1,6.792303085
0.475,58.44,7.1,6.843390407
0.5,5.844,7.1,7.107729606
0.5,11.688,7.1,6.924857888
0.5,17.532,7.1,6.887128853
0.5,23.376,7.1,6.840642125
0.5,29.22,7.1,6.784923198
0.5,35.064,7.1,6.719831919
0.5,40.908,7.1,6.712660062
0.5,46.752,7.1,6.753820645
0.5,52.596,7.1,6.800472679
0.5,58.44,7.1,6.851982816
0.025,5.844,7.2,7.094063286
0.025,11.688,7.2,7.108009035
0.025,17.532,7.2,7.110522278
0.025,23.376,7.2,6.948534884
0.025,29.22,7.2,6.91964913
0.025,35.064,7.2,6.884558248
0.025,40.908,7.2,6.842946254
0.025,46.752,7.2,6.794744823
0.025,52.596,7.2,6.740004076
0.025,58.44,7.2,6.698244609
0.05,5.844,7.2,7.096165009
0.05,11.688,7.2,7.109236169
0.05,17.532,7.2,7.109621018
0.05,23.376,7.2,6.944283513
0.05,29.22,7.2,6.914309647
0.05,35.064,7.2,6.877974694
0.05,40.908,7.2,6.835002958
0.05,46.752,7.2,6.785344145
0.05,52.596,7.2,6.729060084
0.05,58.44,7.2,6.705738158
0.075,5.844,7.2,7.098340242
0.075,11.688,7.2,7.110200771
0.075,17.532,7.2,7.108397055
0.075,23.376,7.2,6.939854477
0.075,29.22,7.2,6.908749953
0.075,35.064,7.2,6.871133395
0.075,40.908,7.2,6.826764576
0.075,46.752,7.2,6.775610278
0.075,52.596,7.2,6.717744876
0.075,58.44,7.2,6.713465037
0.1,5.844,7.2,7.100490168
0.1,11.688,7.2,7.110890171
0.1,17.532,7.2,7.106843587
0.1,23.376,7.2,6.935238266
0.1,29.22,7.2,6.902961005
0.1,35.064,7.2,6.864024531
0.1,40.908,7.2,6.818220164
0.1,46.752,7.2,6.765531271
0.1,52.596,7.2,6.706045949
0.1,58.44,7.2,6.721409611
0.125,5.844,7.2,7.102544448
0.125,11.688,7.2,7.111293854
0.125,17.532,7.2,7.104953063
0.125,23.376,7.2,6.930425414
0.125,29.22,7.2,6.896933473
0.125,35.064,7.2,6.856637858
0.125,40.908,7.2,6.809358315
0.125,46.752,7.2,6.755094765
0.125,52.596,7.2,6.693950538
0.125,58.44,7.2,6.72955627
0.15,5.844,7.2,7.104452053
0.15,11.688,7.2,7.111402659
0.15,17.532,7.2,7.102716996
0.15,23.376,7.2,6.925406407
0.15,29.22,7.2,6.890657691
0.15,35.064,7.2,6.848962679
0.15,40.908,7.2,6.800167155
0.15,46.752,7.2,6.744288009
0.15,52.596,7.2,6.696377326
0.15,58.44,7.2,6.737889484
0.175,5.844,7.2,7.106175247
0.175,11.688,7.2,7.111208174
0.175,17.532,7.2,7.100125794
0.175,23.376,7.2,6.920171618
0.175,29.22,7.2,6.884123624
0.175,35.064,7.2,6.840987823
0.175,40.908,7.2,6.790634334
0.175,46.752,7.2,6.733097882
0.175,52.596,7.2,6.703649101
0.175,58.44,7.2,6.746393853
0.2,5.844,7.2,7.107685549
0.2,11.688,7.2,7.110702271
0.2,17.532,7.2,6.945254888
0.2,23.376,7.2,6.914711231
0.2,29.22,7.2,6.877320819
0.2,35.064,7.2,6.83270162
0.2,40.908,7.2,6.780747029
0.2,46.752,7.2,6.721510917
0.2,52.596,7.2,6.711140669
0.2,58.44,7.2,6.755054156
0.225,5.844,7.2,7.108960938
0.225,11.688,7.2,7.109876726
0.225,17.532,7.2,6.940764075
0.225,23.376,7.2,6.909015183
0.225,29.22,7.2,6.870238377
0.225,35.064,7.2,6.824091889
0.225,40.908,7.2,6.770491951
0.225,46.752,7.2,6.709513343
0.225,52.596,7.2,6.718836779
0.225,58.44,7.2,6.763855404
0.25,5.844,7.2,7.109983891
0.25,11.688,7.2,7.108722912
0.25,17.532,7.2,6.936075896
0.25,23.376,7.2,6.9030731
0.25,29.22,7.2,6.862864912
0.25,35.064,7.2,6.815145916
0.25,40.908,7.2,6.759855355
0.25,46.752,7.2,6.697091132
0.25,52.596,7.2,6.72672229
0.25,58.44,7.2,6.772782885
0.275,5.844,7.2,7.110739966
0.275,11.688,7.2,7.107231531
0.275,17.532,7.2,6.931179636
0.275,23.376,7.2,6.896874248
0.275,29.22,7.2,6.855188521
0.275,35.064,7.2,6.805850452
0.275,40.908,7.2,6.748823062
0.275,46.752,7.2,6.694600613
0.275,52.596,7.2,6.734782223
0.275,58.44,7.2,6.781822212
0.3,5.844,7.2,7.111216763
0.3,11.688,7.2,7.105392373
0.3,17.532,7.2,6.926064498
0.3,23.376,7.2,6.890407476
0.3,29.22,7.2,6.847196755
0.3,35.064,7.2,6.796191701
0.3,40.908,7.2,6.737380488
0.3,46.752,7.2,6.701665107
0.3,52.596,7.2,6.7430018
0.3,58.44,7.2,6.790959365
0.325,5.844,7.2,7.111403146
0.325,11.688,7.2,7.103194092
0.325,17.532,7.2,6.920719514
0.325,23.376,7.2,6.883661168
0.325,29.22,7.2,6.83887659
0.325,35.064,7.2,6.786155327
0.325,40.908,7.2,6.725512688
0.325,46.752,7.2,6.708937256
0.325,52.596,7.2,6.751366488
0.325,58.44,7.2,6.80018073
0.35,5.844,7.2,7.111288635
0.35,11.688,7.2,7.100623979
0.35,17.532,7.2,6.915133466
0.35,23.376,7.2,6.876623196
0.35,29.22,7.2,6.830214408
0.35,35.064,7.2,6.775726462
0.35,40.908,7.2,6.7132044
0.35,46.752,7.2,6.716402205
0.35,52.596,7.2,6.759862044
0.35,58.44,7.2,6.809473138
0.375,5.844,7.2,7.110862932
0.375,11.688,7.2,6.941708743
0.375,17.532,7.2,6.909294811
0.375,23.376,7.2,6.869280879
0.375,29.22,7.2,6.821195975
0.375,35.064,7.2,6.76488972
0.375,40.908,7.2,6.700440118
0.375,46.752,7.2,6.724045282
0.375,52.596,7.2,6.768474552
0.375,58.44,7.2,6.818823893
0.4,5.844,7.2,7.110115523
0.4,11.688,7.2,6.936947978
0.4,17.532,7.2,6.903191608
0.4,23.376,7.2,6.861620937
0.4,29.22,7.2,6.811806431
0.4,35.064,7.2,6.753629234
0.4,40.908,7.2,6.69290719
0.4,46.752,7.2,6.73185204
0.4,52.596,7.2,6.777190461
0.4,58.44,7.2,6.828220806
0.425,5.844,7.2,7.109035342
0.425,11.688,7.2,6.93196692
0.425,17.532,7.2,6.896811459
0.425,23.376,7.2,6.853629456
0.425,29.22,7.2,6.802030284
0.425,35.064,7.2,6.741928687
0.425,40.908,7.2,6.699777423
0.425,46.752,7.2,6.739808295
0.425,52.596,7.2,6.785996617
0.425,58.44,7.2,6.837652213
0.45,5.844,7.2,7.10761047
0.45,11.688,7.2,6.92675329
0.45,17.532,7.2,6.890141439
0.45,23.376,7.2,6.845291853
0.45,29.22,7.2,6.791851409
0.45,35.064,7.2,6.729771375
0.45,40.908,7.2,6.706844378
0.45,46.752,7.2,6.747900162
0.45,52.596,7.2,6.794880298
0.45,58.44,7.2,6.847106998
0.475,5.844,7.2,7.105827845
0.475,11.688,7.2,6.921294569
0.475,17.532,7.2,6.883168039
0.475,23.376,7.2,6.836592844
0.475,29.22,7.2,6.781253067
0.475,35.064,7.2,6.717140271
0.475,40.908,7.2,6.714093595
0.475,46.752,7.2,6.756114087
0.475,52.596,7.2,6.803829238
0.475,58.44,7.2,6.856574606
0.5,5.844,7.2,7.103672984
0.5,11.688,7.2,6.915577901
0.5,17.532,7.2,6.875877112
0.5,23.376,7.2,6.827516426
0.5,29.22,7.2,6.770217925
0.5,35.064,7.2,6.704018118
0.5,40.908,7.2,6.721510864
0.5,46.752,7.2,6.764436883
0.5,52.596,7.2,6.812831649
0.5,58.44,7.2,6.866045053
0.025,5.844,7.3,7.094265226
0.025,11.688,7.3,7.108144899
0.025,17.532,7.3,7.110445215
0.025,23.376,7.3,6.948202264
0.025,29.22,7.3,6.919250401
0.025,35.064,7.3,6.884093854
0.025,40.908,7.3,6.842423526
0.025,46.752,7.3,6.794175376
0.025,52.596,7.3,6.739402392
0.025,58.44,7.3,6.698627169
0.05,5.844,7.3,7.096596489
0.05,11.688,7.3,7.10945369
0.05,17.532,7.3,7.109398867
0.05,23.376,7.3,6.943594617
0.05,29.22,7.3,6.91348582
0.05,35.064,7.3,6.87701956
0.05,40.908,7.3,6.833933036
0.05,46.752,7.3,6.784184246
0.05,52.596,7.3,6.727840589
0.05,58.44,7.3,6.706540473
0.075,5.844,7.3,7.0989917
0.075,11.688,7.3,7.110440685
0.075,17.532,7.3,7.107960154
0.075,23.376,7.3,6.938784193
0.075,29.22,7.3,6.907473952
0.075,35.064,7.3,6.869660947
0.075,40.908,7.3,6.825123227
0.075,46.752,7.3,6.773839659
0.075,52.596,7.3,6.715892724
0.075,58.44,7.3,6.714723631
0.1,5.844,7.3,7.101329524
0.1,11.688,7.3,7.111089476
0.1,17.532,7.3,7.106120585
0.1,23.376,7.3,6.933760207
0.1,29.22,7.3,6.901205138
0.1,35.064,7.3,6.862008059
0.1,40.908,7.3,6.815983504
0.1,46.752,7.3,6.763130557
0.1,52.596,7.3,6.703547757
0.1,58.44,7.3,6.723160249
0.125,5.844,7.3,7.103525573
0.125,11.688,7.3,7.111386615
0.125,17.532,7.3,7.103870781
0.125,23.376,7.3,6.928512063
0.125,29.22,7.3,6.89466952
0.125,35.064,7.3,6.854050611
0.125,40.908,7.3,6.806502943
0.125,46.752,7.3,6.752045648
0.125,52.596,7.3,6.69111662
0.125,58.44,7.3,6.731833863
0.15,5.844,7.3,7.105519806
0.15,11.688,7.3,7.111320473
0.15,17.532,7.3,7.101200221
0.15,23.376,7.3,6.923029254
0.15,29.22,7.3,6.887856993
0.15,35.064,7.3,6.84577797
0.15,40.908,7.3,6.796670296
0.15,46.752,7.3,6.740573431
0.15,52.596,7.3,6.698615078
0.15,58.44,7.3,6.740727984
0.175,5.844,7.3,7.107268513
0.175,11.688,7.3,7.110880387
0.175,17.532,7.3,6.947183497
0.175,23.376,7.3,6.917301265
0.175,29.22,7.3,6.880757169
0.175,35.064,7.3,6.837179146
0.175,40.908,7.3,6.786474005
0.175,46.752,7.3,6.728702239
0.175,52.596,7.3,6.706382488
0.175,58.44,7.3,6.749826151
0.2,5.844,7.3,7.108739064
0.2,11.688,7.3,7.110056016
0.2,17.532,7.3,6.942439512
0.2,23.376,7.3,6.911317495
0.2,29.22,7.3,6.873359344
0.2,35.064,7.3,6.828242785
0.2,40.908,7.3,6.775902221
0.2,46.752,7.3,6.716420282
0.2,52.596,7.3,6.714402668
0.2,58.44,7.3,6.759111972
0.225,5.844,7.3,7.109906362
0.225,11.688,7.3,7.108836831
0.225,17.532,7.3,6.937478828
0.225,23.376,7.3,6.905067188
0.225,29.22,7.3,6.865652464
0.225,35.064,7.3,6.818957169
0.225,40.908,7.3,6.764942828
0.225,46.752,7.3,6.7037157
0.225,52.596,7.3,6.722659425
0.225,58.44,7.3,6.76856918
0.25,5.844,7.3,7.110750396
0.25,11.688,7.3,7.107211703
0.25,17.532,7.3,6.932289537
0.25,23.376,7.3,6.898539373
0.25,29.22,7.3,6.857625109
0.25,35.064,7.3,6.809310215
0.25,40.908,7.3,6.753583479
0.25,46.752,7.3,6.691229481
0.25,52.596,7.3,6.731136593
0.25,58.44,7.3,6.778181686
0.275,5.844,7.3,7.111254498
0.275,11.688,7.3,7.105168551
0.275,17.532,7.3,6.926859863
0.275,23.376,7.3,6.891722807
0.275,29.22,7.3,6.849265469
0.275,35.064,7.3,6.799289494
0.275,40.908,7.3,6.741811635
0.275,46.752,7.3,6.698603406
0.275,52.596,7.3,6.739818075
0.275,58.44,7.3,6.787933623
0.3,5.844,7.3,7.111404088
0.3,11.688,7.3,7.102694029
0.3,17.532,7.3,6.921178048
0.3,23.376,7.3,6.884605932
0.3,29.22,7.3,6.840561334
0.3,35.064,7.3,6.788882244
0.3,40.908,7.3,6.729614616
0.3,46.752,7.3,6.706230349
0.3,52.596,7.3,6.748687891
0.3,58.44,7.3,6.797809401
0.325,5.844,7.3,7.111185724
0.325,11.688,7.3,7.099773235
0.325,17.532,7.3,6.915232259
0.325,23.376,7.3,6.877176831
0.325,29.22,7.3,6.831500085
0.325,35.064,7.3,6.778075398
0.325,40.908,7.3,6.716979663
0.325,46.752,7.3,6.714094311
0.325,52.596,7.3,6.757730221
0.325,58.44,7.3,6.807793755
0.35,5.844,7.3,7.110586389
0.35,11.688,7.3,6.941225007
0.35,17.532,7.3,6.9090105
0.35,23.376,7.3,6.869423197
0.35,29.22,7.3,6.8220687
0.35,35.064,7.3,6.766855619
0.35,40.908,7.3,6.703894005
0.35,46.752,7.3,6.72217937
0.35,52.596,7.3,6.76692945
0.35,58.44,7.3,6.81787179
0.375,5.844,7.3,7.109592904
0.375,11.688,7.3,6.936103136
0.375,17.532,7.3,6.90250054
0.375,23.376,7.3,6.861332304
0.375,29.22,7.3,6.812253756
0.375,35.064,7.3,6.755209345
0.375,40.908,7.3,6.691338758
0.375,46.752,7.3,6.730469713
0.375,52.596,7.3,6.776270212
0.375,58.44,7.3,6.828029026
0.4,5.844,7.3,7.108191461
0.4,11.688,7.3,6.930735962
0.4,17.532,7.3,6.895689846
0.4,23.376,7.3,6.852890986
0.4,29.22,7.3,6.802041446
0.4,35.064,7.3,6.743122845
0.4,40.908,7.3,6.698592131
0.4,46.752,7.3,6.738949683
0.4,52.596,7.3,6.785737436
0.4,58.44,7.3,6.838251442
0.425,5.844,7.3,7.1063672
0.425,11.688,7.3,6.925110327
0.425,17.532,7.3,6.88856553
0.425,23.376,7.3,6.844085621
0.425,29.22,7.3,6.791417608
0.425,35.064,7.3,6.730582289
0.425,40.908,7.3,6.706083731
0.425,46.752,7.3,6.747603814
0.425,52.596,7.3,6.795316385
0.425,58.44,7.3,6.848525506
0.45,5.844,7.3,7.104103833
0.45,11.688,7.3,6.919213008
0.45,17.532,7.3,6.881114295
0.45,23.376,7.3,6.834902127
0.45,29.22,7.3,6.780367758
0.45,35.064,7.3,6.717573821
0.45,40.908,7.3,6.713797804
0.45,46.752,7.3,6.756416872
0.45,52.596,7.3,6.804992697
0.45,58.44,7.3,6.858838215
0.475,5.844,7.3,7.101383281
0.475,11.688,7.3,6.913030612
0.475,17.532,7.3,6.873322398
0.475,23.376,7.3,6.825325962
0.475,29.22,7.3,6.768877139
0.475,35.064,7.3,6.704083657
0.475,40.908,7.3,6.72171875
0.475,46.752,7.3,6.765373896
0.475,52.596,7.3,6.814752426
0.475,58.44,7.3,6.869177121
0.5,5.844,7.3,6.939945783
0.5,11.688,7.3,6.906549489
0.5,17.532,7.3,6.865175614
0.5,23.376,7.3,6.815342138
0.5,29.22,7.3,6.756930782
0.5,35.064,7.3,6.691444615
0.5,40.908,7.3,6.729831156
0.5,46.752,7.3,6.774460233
0.5,52.596,7.3,6.824582071
0.5,58.44,7.3,6.879530353
0.025,5.844,7.4,7.094458566
0.025,11.688,7.4,7.108271835
0.025,17.532,7.4,7.110368832
0.025,23.376,7.4,6.947897099
0.025,29.22,7.4,6.91888707
0.025,35.064,7.4,6.88367412
0.025,40.908,7.4,6.841955389
0.025,46.752,7.4,6.793670483
0.025,52.596,7.4,6.73887454
0.025,58.44,7.4,6.69896154
0.05,5.844,7.4,7.097008111
0.05,11.688,7.4,7.109650657
0.05,17.532,7.4,7.109175213
0.05,23.376,7.4,6.942962004
0.05,29.22,7.4,6.912734989
0.05,35.064,7.4,6.876156806
0.05,40.908,7.4,6.832976161
0.05,46.752,7.4,6.783157929
0.05,52.596,7.4,6.726773516
0.05,58.44,7.4,6.707244692
0.075,5.844,7.4,7.099607051
0.075,11.688,7.4,7.110645114
0.075,17.532,7.4,7.107516723
0.075,23.376,7.4,6.937800585
0.075,29.22,7.4,6.906311046
0.075,35.064,7.4,6.868332033
0.075,40.908,7.4,6.823657634
0.075,46.752,7.4,6.772276472
0.075,52.596,7.4,6.714276579
0.075,58.44,7.4,6.715832964
0.1,5.844,7.4,7.102110866
0.1,11.688,7.4,7.111234718
0.1,17.532,7.4,7.105383302
0.1,23.376,7.4,6.932401026
0.1,29.22,7.4,6.899605311
0.1,35.064,7.4,6.86019011
0.1,40.908,7.4,6.81398997
0.1,46.752,7.4,6.761016293
0.1,52.596,7.4,6.701374364
0.1,58.44,7.4,6.724709676
0.125,5.844,7.4,7.104421065
0.125,11.688,7.4,7.111402922
0.125,17.532,7.4,7.102763944
0.125,23.376,7.4,6.926751902
0.125,29.22,7.4,6.892607778
0.125,35.064,7.4,6.851721137
0.125,40.908,7.4,6.803963143
0.125,46.752,7.4,6.749367493
0.125,52.596,7.4,6.692685535
0.125,58.44,7.4,6.733857997
0.15,5.844,7.4,7.106468728
0.15,11.688,7.4,7.111135556
0.15,17.532,7.4,7.099646372
0.15,23.376,7.4,6.920842048
0.15,29.22,7.4,6.885308323
0.15,35.064,7.4,6.842915003
0.15,40.908,7.4,6.793566958
0.15,46.752,7.4,6.737320132
0.15,52.596,7.4,6.700599457
0.15,58.44,7.4,6.743260974
0.175,5.844,7.4,7.108204335
0.175,11.688,7.4,7.110419708
0.175,17.532,7.4,6.944977061
0.175,23.376,7.4,6.914660447
0.175,29.22,7.4,6.877696663
0.175,35.064,7.4,6.833761378
0.175,40.908,7.4,6.782791071
0.175,46.752,7.4,6.724864279
0.175,52.596,7.4,6.708815511
0.175,58.44,7.4,6.752901574
0.2,5.844,7.4,7.109591239
0.2,11.688,7.4,7.109242871
0.2,17.532,7.4,6.93982245
0.2,23.376,7.4,6.908196139
0.2,29.22,7.4,6.869762329
0.2,35.064,7.4,6.824249722
0.2,40.908,7.4,6.771625024
0.2,46.752,7.4,6.711990058
0.2,52.596,7.4,6.717317096
0.2,58.44,7.4,6.762762725
0.225,5.844,7.4,7.110601355
0.225,11.688,7.4,7.107592307
0.225,17.532,7.4,6.934423284
0.225,23.376,7.4,6.901438148
0.225,29.22,7.4,6.861494645
0.225,35.064,7.4,6.814369294
0.225,40.908,7.4,6.760058282
0.225,46.752,7.4,6.698687703
0.225,52.596,7.4,6.726087525
0.225,58.44,7.4,6.772827359
0.25,5.844,7.4,7.11121222
0.25,11.688,7.4,7.105454521
0.25,17.532,7.4,6.928766909
0.25,23.376,7.4,6.894375414
0.25,29.22,7.4,6.852882716
0.25,35.064,7.4,6.804109171
0.25,40.908,7.4,6.748080269
0.25,46.752,7.4,6.694339033
0.25,52.596,7.4,6.73511005
0.25,58.44,7.4,6.783078459
0.275,5.844,7.4,7.111404938
0.275,11.688,7.4,7.102814841
0.275,17.532,7.4,6.922840961
0.275,23.376,7.4,6.886996746
0.275,29.22,7.4,6.843915417
0.275,35.064,7.4,6.793458274
0.275,40.908,7.4,6.735680428
0.275,46.752,7.4,6.702201465
0.275,52.596,7.4,6.744367899
0.275,58.44,7.4,6.79349911
0.3,5.844,7.4,7.111162705
0.3,11.688,7.4,7.099657044
0.3,17.532,7.4,6.916633247
0.3,23.376,7.4,6.879290781
0.3,29.22,7.4,6.834581401
0.3,35.064,7.4,6.782405398
0.3,40.908,7.4,6.722848272
0.3,46.752,7.4,6.710347511
0.3,52.596,7.4,6.753844318
0.3,58.44,7.4,6.804072551
0.325,5.844,7.4,7.110469718
0.325,11.688,7.4,6.941876423
0.325,17.532,7.4,6.910131636
0.325,23.376,7.4,6.871245949
0.325,29.22,7.4,6.824869101
0.325,35.064,7.4,6.770939255
0.325,40.908,7.4,6.709573449
0.325,46.752,7.4,6.718760586
0.325,52.596,7.4,6.763522605
0.325,58.44,7.4,6.814782223
0.35,5.844,7.4,7.109310344
0.35,11.688,7.4,6.936481548
0.35,17.532,7.4,6.903323975
0.35,23.376,7.4,6.862850458
0.35,29.22,7.4,6.814766755
0.35,35.064,7.4,6.759048521
0.35,40.908,7.4,6.695845816
0.35,46.752,7.4,6.727424103
0.35,52.596,7.4,6.773386161
0.35,58.44,7.4,6.825611828
0.375,5.844,7.4,7.107668455
0.375,11.688,7.4,6.930821913
0.375,17.532,7.4,6.89619802
0.375,23.376,7.4,6.854092274
0.375,29.22,7.4,6.804262425
0.375,35.064,7.4,6.74672189
0.375,40.908,7.4,6.695960234
0.375,46.752,7.4,6.736321501
0.375,52.596,7.4,6.783418529
0.375,58.44,7.4,6.836545373
0.4,5.844,7.4,7.105526887
0.4,11.688,7.4,6.924883824
0.4,17.532,7.4,6.888741375
0.4,23.376,7.4,6.844959123
0.4,29.22,7.4,6.793344035
0.4,35.064,7.4,6.733948146
0.4,40.908,7.4,6.703767726
0.4,46.752,7.4,6.745436288
0.4,52.596,7.4,6.79360344
0.4,58.44,7.4,6.847567227
0.425,5.844,7.4,7.102866961
0.425,11.688,7.4,6.918653772
0.425,17.532,7.4,6.88094145
0.425,23.376,7.4,6.835438493
0.425,29.22,7.4,6.781999415
0.425,35.064,7.4,6.720716228
0.425,40.908,7.4,6.711841264
0.425,46.752,7.4,6.754752068
0.425,52.596,7.4,6.803924863
0.425,58.44,7.4,6.858662169
0.45,5.844,7.4,7.099668053
0.45,11.688,7.4,6.912118316
0.45,17.532,7.4,6.872785429
0.45,23.376,7.4,6.825517652
0.45,29.22,7.4,6.77021635
0.45,35.064,7.4,6.707015315
0.45,40.908,7.4,6.720164377
0.45,46.752,7.4,6.764252589
0.45,52.596,7.4,6.814367049
0.45,58.44,7.4,6.86981543
0.475,5.844,7.4,6.938575082
0.475,11.688,7.4,6.905263986
0.475,17.532,7.4,6.864260244
0.475,23.376,7.4,6.815183669
0.475,29.22,7.4,6.757982652
0.475,35.064,7.4,6.692834917
0.475,40.908,7.4,6.728720668
0.475,46.752,7.4,6.773921778
0.475,52.596,7.4,6.824914574
0.475,58.44,7.4,6.881012742
0.5,5.844,7.4,6.932916436
0.5,11.688,7.4,6.898077201
0.5,17.532,7.4,6.855352566
0.5,23.376,7.4,6.804423454
0.5,29.22,7.4,6.745286224
0.5,35.064,7.4,6.697548999
0.5,40.908,7.4,6.737493854
0.5,46.752,7.4,6.783743783
0.5,52.596,7.4,6.835552388
0.5,58.44,7.4,6.892240369
0.025,5.844,7.5,7.094639025
0.025,11.688,7.5,7.108387651
0.025,17.532,7.5,7.110295237
0.025,23.376,7.5,6.947623181
0.025,29.22,7.5,6.918562963
0.025,35.064,7.5,6.883302435
0.025,40.908,7.5,6.84154423
0.025,46.752,7.5,6.793230949
0.025,52.596,7.5,6.738419255
0.025,58.44,7.5,6.699249124
0.05,5.844,7.5,7.097390715
0.05,11.688,7.5,7.109824721
0.05,17.532,7.5,7.108956848
0.05,23.376,7.5,6.942393819
0.05,29.22,7.5,6.912065266
0.05,35.064,7.5,6.875393439
0.05,40.908,7.5,6.832136996
0.05,46.752,7.5,6.782266307
0.05,52.596,7.5,6.72585545
0.05,58.44,7.5,6.707852702
0.075,5.844,7.5,7.100173241
0.075,11.688,7.5,7.110813814
0.075,17.532,7.5,7.10708094
0.075,23.376,7.5,6.936916745
0.075,29.22,7.5,6.905274077
0.075,35.064,7.5,6.867157433
0.075,40.908,7.5,6.822374513
0.075,46.752,7.5,6.770921488
0.075,52.596,7.5,6.712889826
0.075,58.44,7.5,6.716794409
0.1,5.844,7.5,7.102819089
0.1,11.688,7.5,7.111330219
0.1,17.532,7.5,7.104656156
0.1,23.376,7.5,6.931179383
0.1,29.22,7.5,6.898179502
0.1,35.064,7.5,6.858585301
0.1,40.908,7.5,6.812247967
0.1,46.752,7.5,6.759188079
0.1,52.596,7.5,6.699514716
0.1,58.44,7.5,6.726057694
0.125,5.844,7.5,7.105216066
0.125,11.688,7.5,7.111354293
0.125,17.532,7.5,7.101670257
0.125,23.376,7.5,6.92516978
0.125,29.22,7.5,6.890771721
0.125,35.064,7.5,6.849667854
0.125,40.908,7.5,6.801748486
0.125,46.752,7.5,6.747057713
0.125,52.596,7.5,6.694048163
0.125,58.44,7.5,6.735625792
0.15,5.844,7.5,7.107286763
0.15,11.688,7.5,7.110869444
0.15,17.532,7.5,6.948249
0.15,23.376,7.5,6.918876448
0.15,29.22,7.5,6.883040939
0.15,35.064,7.5,6.840395826
0.15,40.908,7.5,6.790867171
0.15,46.752,7.5,6.734522117
0.15,52.596,7.5,6.702328963
0.15,58.44,7.5,6.745481745
0.175,5.844,7.5,7.10897617
0.175,11.688,7.5,7.109860713
0.175,17.532,7.5,6.94297705
0.175,23.376,7.5,6.91228823
0.175,29.22,7.5,6.874977349
0.175,35.064,7.5,6.830759875
0.175,40.908,7.5,6.779595115
0.175,46.752,7.5,6.721573149
0.175,52.596,7.5,6.710943481
0.175,58.44,7.5,6.755608429
0.2,5.844,7.5,7.110243892
0.2,11.688,7.5,7.108313726
0.2,17.532,7.5,6.937449405
0.2,23.376,7.5,6.905394199
0.2,29.22,7.5,6.866571104
0.2,35.064,7.5,6.820750596
0.2,40.908,7.5,6.767923444
0.2,46.752,7.5,6.708202849
0.2,52.596,7.5,6.71987511
0.2,58.44,7.5,6.765988574
0.225,5.844,7.5,7.111059075
0.225,11.688,7.5,7.106213913
0.225,17.532,7.5,6.931652436
0.225,23.376,7.5,6.898183569
0.225,29.22,7.5,6.857812299
0.225,35.064,7.5,6.81035854
0.225,40.908,7.5,6.755843351
0.225,46.752,7.5,6.69440349
0.225,52.596,7.5,6.729107091
0.225,58.44,7.5,6.776604805
0.25,5.844,7.5,7.111397006
0.25,11.688,7.5,7.103545906
0.25,17.532,7.5,6.925573169
0.25,23.376,7.5,6.890645632
0.25,29.22,7.5,6.848690965
0.25,35.064,7.5,6.799574233
0.25,40.908,7.5,6.743346144
0.25,46.752,7.5,6.69707458
0.25,52.596,7.5,6.738622532
0.25,58.44,7.5,6.787439676
0.275,5.844,7.5,7.111236767
0.275,11.688,7.5,7.100293047
0.275,17.532,7.5,6.91919911
